address,cuisine,lat,lon,name,opening_hours,phone,website,wheelchair_accessible
300,pizza,51.5443146,-0.2005484,Quartieri,,,,unknown
"280, London, NW6 2BY",african,51.5439273,-0.2001411,280 Degrees,,,,unknown
316,,51.5447994,-0.2011864,Gece Gunduz,,,,unknown
"186, Broadhurst Gardens, London, NW6 3AY",italian,51.5465526,-0.1899836,Sarracino,Mo-Fr 17:30-23:00; Sa-Su 12:00-23:00,+44 20 7624 3886,https://www.sarracinorestaurant.com/,unknown
"182, Broadhurst Gardens",vietnamese,51.5465606,-0.1898344,Pham House,,,,unknown
"34, Highgate Hill",italian,51.5679101,-0.1389378,Fabrizio,,+44 20 7561 9073,,unknown
"28-30, Highgate Hill, London, N19 5NL",japanese,51.5678324,-0.1387869,Sushi Wa,,,https://sushiwa.co.uk/,unknown
"310, Archway Road",sushi,51.5762253,-0.1435586,Iro Sushi,,,,unknown
"31-32, Poland Street, London, W1F 8QN",korean,51.5155355,-0.1374342,Arirang,,+44 20 7437 6633,http://ww.ariranglondon.co.uk/,no
"29, Poland Street, London, W1F 8QR",international,51.5154449,-0.1373166,Firebird,Mo-Fr 17:00-23:00; Sa 12:00-23:00,+44 7713 737813,https://firebirdlondon.co.uk,yes
"42, Great Marlborough Street, London, W1F 7JL",asian,51.5141621,-0.1388502,Wagamama,Mo-Sa 11:00-23:30; Su 11:00-23:00,+44 20 3794 4338,,yes
"45, Great Marlborough Street, London, W1F 7JL",chinese,51.5142439,-0.1386377,Ping Pong,,,https://www.pingpongdimsum.com/soho/,unknown
"77, Berwick Street, London, W1F 8TH",,51.5143408,-0.1357411,Fatt Pundit,,,,unknown
"9, D'Arblay Street, London",,51.51472,-0.1360937,Blanchette,,,,unknown
"71, D'Arblay Street, London",,51.5147981,-0.1360513,Fadiga,,,,unknown
"72, Berwick Street, London",japanese;korean,51.5147582,-0.1360284,Co & Ko,,,,yes
"Church Lane, Richmond, TW10 7AB",,51.4469701,-0.302192,Petersham Nurseries (Restaurant),,,,unknown
"10, Poland Street",barbecue,51.5144815,-0.1367602,Bodean's,"Mo-We,Su 12:00-22:00; Th-Sa 12:00-23:00",+44 20 7287 7575,https://bodeansbbq.com/,unknown
"33, D'Arblay Street",american,51.5147091,-0.13533,The Breakfast Club,Mo-Fr 07:30-15:00; Sa-Su 07:30-15:00,,http://www.thebreakfastclubsoho.com,unknown
"34, D'Arblay Street, London",,51.5147519,-0.13528,Unnamed Restaurant,,,,unknown
"26-27, D'Arblay Street",spanish,51.5144985,-0.136035,Copita,,,https://www.copita.co.uk/,no
"52, Poland Street, London",filipino,51.5141774,-0.1369029,Kasa and Kin,,,,yes
Address not available,,51.5147104,-0.1362049,Vasco & Piero's Pavilion Restaurant,,,,unknown
Address not available,,51.5137522,-0.1046619,Chi Noodle & Wine Bar,,,,yes
"90, Berwick Street, London, W1F 0QB",chinese,51.5134614,-0.1350345,The Duck and Rice,Mo-Th 12:00-23:30; Fr-Sa 12:00-00:00; Su 12:00-22:30,+44 20 3327 7888,https://theduckandrice.com/,unknown
"2a, Kings Road, London, SW19 8QN",italian,51.4199299,-0.2020454,Al Forno,"Mo-Fr 12:00-15:00,17:30-23:00; Sa 12:00-23:00; Su 12:00-22:30",,,unknown
"988-992, Harrow Road",portuguese,51.530619,-0.2286798,Touro,Mo off; Tu-Th 17:00-22:30; Fr-Sa 12:00-23:00; Su 12:00-22:00,,http://www.benficarestaurant.co.uk/,unknown
Address not available,lebanese,51.5124146,-0.1343117,Yalla Yalla,,,https://www.yalla-yalla.co.uk/,no
"1, Russell Road, London, SW19 1QN",chicken;portuguese,51.4192186,-0.2019686,Nando's,"Mo-Th 11:30-22:30; Fr,Sa 11:30-23:00; Su 11:30-22:00",,https://www.nandos.co.uk/restaurants/wimbledon,unknown
"271-273, The Broadway, London, SW19 1SD",indian,51.419393,-0.1945544,Bombay Delight,"Mo-Fr 11:30-15:00, 17:30-22:30; Sa 11:00-22:30; Su 11:00-22:00",+442045686294,https://bombaydelight.co.uk/en,unknown
"87, The Broadway, London, SW19 1QE",persian,51.4194272,-0.2022704,Diba,,,https://www.diba-restaurant.com/,unknown
"77, The Broadway, London, SW19 1QE",tapas,51.4194583,-0.2026238,The Adega,,,,yes
"75, The Broadway, London, SW19 1QE",thai,51.4194938,-0.2026799,Mai Thai,"Mo-Th 11:30-15:00, 17:00-22:30; Fr 11:30-15:00, 17:00-23:00; Sa 12:30-16:00, 17:00-23:00; Su 12:30-16:00, 17:00-22:00",,,unknown
"97, Wick Road, London, E9 5AB",lebanese,51.5453592,-0.0418947,Play Ldn,We-Th 18:00-23:00; Fr-Sa 18:00-03:00; Su 18:00-01:00; Mo-Tu off,,https://playldn.co.uk/,unknown
"53-55, Beak Street",,51.5126872,-0.1371085,Vinoteca,,+44 20 3544 7411,https://www.vinoteca.co.uk/locations/soho,unknown
"75, Beak Street, London",chicken,51.5128818,-0.136573,Coqfighter,,,,unknown
"29, Wimbledon Hill Road, London, SW19 7NE",,51.4219044,-0.2079869,Roxie,,,https://www.roxiesteak.co.uk/,unknown
"75-77, Ridgway, London, SW19 4ST",,51.4211892,-0.2199674,Light House,"Mo-Sa 12:00-14:30,18:00-22:30; Su 12:00-15:00",,https://lighthousewimbledon.com/,unknown
"81, Ridgway, London, SW19 4ST",chinese,51.4211077,-0.2201006,The Good Earth Express,05:30-23:00,,https://www.goodearthgroup.co.uk/,yes
"392, Romford Road, London, E7 8DF",steak,51.5470038,0.0332305,Elvet Steakhouse,,,,unknown
"116, Petherton Road, London, N5 2RT",,51.5544748,-0.0900577,Primeur,,+44 20 7226 5271,http://primeurn5.co.uk/,yes
"5, Mercer's Walk, London, WC2H 9FA",,51.5130056,-0.1257192,Temper,,+44 20 3004 6696,,unknown
"90, Mountgrove Road, London, N5 2LT",modern_british,51.5610556,-0.0976266,The Mountgrove Bothy,Th-Sa 18:00+; Su 14:00+,,,unknown
"66, Chandos Place, London, WC2N 4HG",mexican,51.5103332,-0.1245423,Wahaca,,,,designated
"67-68, Chandos Place, London, WC2N 4HG",chicken;portuguese,51.5103792,-0.1244251,Nando's,,,https://www.nandos.co.uk/restaurants/covent-garden,no
"597, Holloway Road",indian,51.5633762,-0.1284133,Red Rose Tandoori,,,,unknown
"313, Evelyn Street, London, SE8 5RA",african,51.483901,-0.0308922,Tribe African Restaurant,,,,unknown
"175, Archway Road",sushi,51.5730617,-0.1408433,kampai,,,,unknown
"22, Charterhouse Square, London, EC1M 6DX",,51.5205823,-0.1006201,Le Café du Marché,,,,unknown
"66, Cowcross Street, London, EC1M 6BP",thai,51.5199908,-0.1038803,The Thai Princess,,,,no
"36-37, Greenhill Rents, London, EC1M 6BN",,51.5198148,-0.1024095,Trattoria Brutto,,,,unknown
"99-100, Turnmill Street, London, EC1M 5QP",chicken;portuguese,51.5203844,-0.1043333,Nando's,11:30-22:00,+44 20 7253 0058,https://www.nandos.co.uk/restaurants/farringdon,yes
"89, Turnmill Street, London, EC1M 5QU",spanish,51.5208805,-0.1046274,Iberica,Mo-Sa 11:30-23:00; Su 12:00-16:00,+44 20 7148 1285,https://www.ibericarestaurants.com/,unknown
"87, Muswell Hill Broadway, London, N10 3HA",steak,51.5901831,-0.144335,Miller & Carter,Mo-Su 12:00-23:00,,https://www.millerandcarter.co.uk/restaurants/london/millerandcartermuswellhill,no
"595, High Road Leytonstone, London, E11 4PA",,51.5616824,0.008601,Grill Chill,,,,unknown
"527-529, High Road Leytonstone, London, E11 4PB",african,51.5601604,0.0076399,Exceline Pan African Cuisine,,,,unknown
"579, High Road Leytonstone, London, E11 4PB",pakistani;indian,51.5612292,0.0082573,Tazgi,,,,unknown
"331, Wick Road, London, E9 5DH",african,51.5450262,-0.0318812,QQ Grill Restaurant and Lounge,,,https://www.qqlounge.com/,unknown
"483-485, High Road Leytonstone, London, E11 4PG",pakistani,51.5589755,0.0069261,Butt Karahi,,,,unknown
"469, High Road Leytonstone, London, E11 4JU",,51.5584513,0.0066824,Titanic Kitchen & Lounge,,,,unknown
"471, High Road Leytonstone, London, E11 4JU",pizza;kebab;turkish,51.5584908,0.0067117,Defne,,,,unknown
"554, High Road Leytonstone, London, E11 3DH",chinese,51.564023,0.0102018,Kam's,,,,unknown
"540, High Road Leytonstone, London, E11 3DH",,51.5636289,0.0101065,Latino Base Cafe & Restaurant,,,,unknown
"682, High Road Leytonstone, London, E11 3AA",thai,51.5688526,0.0119218,Mum Likes Thai Food,Mo 12:00-22:00; Tu-Th 12:00-22:30; Fr-Sa 12-23:00; Su 12:00-22:30,+44 20 3340 0340,https://www.mumlikesthaifood.com/,unknown
"660, High Road Leytonstone, London, E11 3AA",,51.5684315,0.0114025,The Rabbit London,,+44 20 8558 1932,https://www.rabbit-restaurant.com/,unknown
"668, High Road Leytonstone, London, E11 3AA",,51.5685907,0.0115286,San Marino,,,,unknown
"885, High Road Leytonstone, London, E11 1HR",african;caribbean,51.5708194,0.0146999,042,,,,unknown
Address not available,lebanese,51.5704606,0.0139688,Almasara,,,,unknown
"875, High Road Leytonstone, London, E11 1HR",indian,51.5704263,0.0139127,Star of India,,,https://www.starofindialeytonstone.com,unknown
"853, High Road Leytonstone, London, E11 1HH",italian;mediterranean;burger,51.5696868,0.0125728,La Bella Vita,,+44 20 3441 3465,https://labellavitaleytonstone.com/,limited
"761-763, High Road Leytonstone, London, E11 4QS",pakistani,51.5665232,0.010083,Baba's Village,,,,unknown
"767, High Road Leytonstone, London, E11 4QS",chinese,51.5666468,0.0100997,Panda,,,,unknown
"715, High Road Leytonstone, London, E11 4RD",,51.5651165,0.0097284,Zaraza,,,,unknown
"58, Gresham Street, London, EC2V 7BB",american,51.5148431,-0.0913206,The Anthologist,,+44 845 468 0101,http://www.theanthologistbar.co.uk,unknown
"8, Russia Row, London, EC2V 8BL",pizza,51.5144478,-0.0937649,PizzaExpress,,,,unknown
"1, Bread Street, London, EC4M 9BE",,51.5136254,-0.0945427,Burger & Lobster,,,,yes
"4, Bathurst Street, London, W2 2SD",french,51.5129481,-0.1747397,Angelus,,+44 20 7402 0083,http://www.angelusrestaurant.co.uk/,unknown
"2-4, Ringers Road, Bromley, BR1 1HT",turkish,51.4017463,0.0149955,The Meze,,,,unknown
"21, College Hill, London, EC4R 2RP",indian,51.5115057,-0.092078,The India,,,,unknown
"10, College Hill, London, EC4R 2RP",chinese,51.5111622,-0.0924829,Kirin,,+44 20 7248 0253,https://www.kirins.co.uk/,unknown
"62-64, Kinnerton Street, London, SW1X 8ER",indian,51.501684,-0.1569313,Salloos,,,,no
"53-54, Tottenham Court Road, London, W1T 2EQ",pizza,51.5194911,-0.1334572,Rudy's Pizza Napoletana,,,https://www.rudyspizza.co.uk/pizzerias/tottenham-court-road,unknown
"1, Kinnerton Street, London, SW1X 8EA",french;modern,51.4996189,-0.1568225,Petrus,,,,unknown
"26, Motcomb Street, London, SW1X 8JU",,51.4989188,-0.1572268,Motcombs,,+44 20 7235 6382,,unknown
"15-16, Lowndes Street, London, SW1X 9EY",,51.49909,-0.1576684,Zafferano,,,,no
"6, Old Queen Street, London, SW1H 9HP",,51.5009618,-0.1299945,Old Queen Street Cafe,,,https://oldqueenstreet.com/,unknown
"87, Pimlico Road",italian,51.4900587,-0.1541438,Enoteca Turi,,,,unknown
"95, Southgate Road",pizza,51.541133,-0.0853697,Sweet Thursday,,,https://www.sweetthursday.co.uk/,unknown
"139, Marlborough Road, London, N19 4NU",indian,51.5661221,-0.1235475,The Great Indian,,,https://thegreatindian.uk/,unknown
"52, Cambridge Street, London, SW1V 4QQ",,51.4904941,-0.1449157,The Cambridge St. Kitchen,,,,unknown
"1, Burnt Ash Hill, London, SE12 0AA",,51.4494678,0.0130335,Anyi,,,,unknown
"113, High Street, Edgware, HA8 7DB",indian,51.611486,-0.2807873,Zan Zi Bar,Su-Th 12:00-00:30; Fr-Sa 12:00-01:30,+44 20 8952 2986,http://www.zanzibarrestaurant.co.uk/,unknown
"51-53, Camberwell Church Street, London, SE5 8TR",pizza,51.4738762,-0.0890583,Francesco's,"Mo-Th, Su 12:00-22:00; Fr, Sa 12:00-22:30",+44 20 7701 0400,http://www.francescoslondon.co.uk/,unknown
"51, Pimlico Road, London, SW1W 8NE",chinese,51.4904588,-0.1528045,Hunan,,,,unknown
"143, Ebury Street, London, SW1W 9QN",italian,51.4930504,-0.1502637,Il Convivio,,,,unknown
"2A, Elizabeth Street, London, SW1W 9RB",italian,51.4927924,-0.1482851,Sicily,Mo 12:00-22:00; Tu-Su 09:00-22:00,+44 20 7730 5498,https://www.eatatsiciliy.com,unknown
"15, Eccleston Street",,51.4943208,-0.1481675,Boisdale of Belgravia,,,,unknown
Address not available,,51.4944841,-0.1483064,Olivo,,,,unknown
"10-11, Eccleston Yards",latin_american,51.4936279,-0.1488157,Morena,Mo-Tu 08:00-18:00; We-Fr 08:00-22:00; Sa 09:00-22:00; Su 09:00-18:00,+44 20 3488 6490,https://morenalondon.com/,unknown
"18A, Ebury Street, London, SW1W 0LS",,51.4960802,-0.1474103,Chucs,"Mo-Fr 08:00-23:00; Sa, Su 09:00-22:00",+49 20 38273000,https://www.chucsrestaurants.com/restaurant/chucs-belgravia/,unknown
"43, Whitehall, London, SW1A 2BX",,51.5064072,-0.1267761,Grand Caffe Concerto,07:30-23:00,+44 20 7494 6846,https://www.caffeconcerto.co.uk/,unknown
"293, Finchley Road, London, NW3 6DT",sushi,51.5495285,-0.1819993,Taro,"Tu-Sa 12:00-15:00,18:00-20:30; Su 12:00-15:00,18:00-20:00",,https://tarosushi.co.uk/,unknown
"299, Finchley Road",nigerian,51.5496395,-0.1821672,ENSH,,,,unknown
Address not available,,51.4902584,-0.1549388,Tuscanic,,,,unknown
"Berkeley Square, London, W1J 6BR",,51.5093784,-0.1443252,Sexy Fish,,,https://www.sexyfish.com/,yes
"3, Northumberland Avenue, London, WC2N 5BW",,51.5071056,-0.1268092,Garfunkel's,Mo-We 08:00-22:30; Th-Sa 08:00-23:30; Su 08:00-22:30,+44 20 7839 5148,https://www.garfunkels.co.uk/node/682,yes
"7, Whitehall, London, SW1A 2DD",italian,51.5070178,-0.1271305,Little Sicily,,,,limited
"38, Groom Place",,51.499471,-0.1508717,Muse,,,,unknown
"62, Great Russell Street, London, WC1B 3BG",,51.5185575,-0.1249638,Gaia,,,,unknown
"17, Bury Place, London",italian,51.5183785,-0.1244617,Il Castelletto,,+44 20 7405 2232,,unknown
"33, Bloomsbury Way, London, WC1A 2SA",chinese,51.5178775,-0.1239504,Yang's Palace,,+44 20 7242 7280,,unknown
"37, Museum Street, London, WC1A 1LP",,51.5181073,-0.1257756,Bibimbab Cafe,,,,unknown
"29, Museum Street",ramen,51.5178286,-0.1258776,Menya Ramen House,,,,unknown
"28, Museum Street, London, WC1A 1LH",italian,51.5177783,-0.125843,Amarcord,,,,unknown
"47, Museum Street, London, WC1A 1LY",japanese,51.5175777,-0.1250742,Abeno,,+44 20 7405 3211,https://www.abeno.co.uk/,unknown
"49, Museum Street, London, WC1A 1LY",,51.5174366,-0.1250482,Clive's Midtown Diner,,,,unknown
Address not available,chinese,51.5172165,-0.1261419,Chang's Hot Pot,,+44 20 7323 3522,,unknown
"30, Coptic Street, London, WC1A 1NS",pizza,51.517629,-0.1261835,PizzaExpress,,,https://www.pizzaexpress.com/london-coptic-street,no
"25, Coptic Street, London, WC1A 1NT",japanese,51.5173073,-0.1258171,CoCoRo,,+44 20 7436 0550,http://www.cocororestaurant.co.uk,unknown
"22, Bloomsbury Street, London, WC1B 3QJ",,51.5179842,-0.1275183,Tas Restaurant,Mo-Su 12:00-22:30,+44 20 7637 1333,https://www.tasrestaurants.co.uk/,yes
"126, Lower Road, London, SE16 2UE",pizza;italian;french,51.4937059,-0.0486427,The Yellow House,Tu-Sa 17:30-21:30; Su 12:30-16:30,,https://theyellowhouse.co.uk,yes
"60, Chandos Place, London, WC2N 4HG",,51.5101217,-0.1250283,Lao Café,,,,limited
"1, Bedfordbury, London, WC2N 4BP",thai,51.5098673,-0.12566,Thai Pot,,,,no
"6, Bedford Street, London, WC2E 9HZ",american,51.5101126,-0.1239818,TGI Fridays,,,,yes
"38, Romford Road, London, E15 4BZ",,51.542057,0.0058462,The Grill,,,https://thegrillrestaurant.com/,unknown
"33, Southampton Street",burger,51.5108235,-0.1221031,Honest Burgers,,,,limited
"34-35, Maiden Lane, London, WC2E 7LB",,51.5108178,-0.1231945,Rules,Mo-Sa 12:00-23:30; Su 12:00-22:30,+44 20 7836 5314,https://rules.co.uk/,yes
"39, Maiden Lane, London, WC2E 7LJ",pizza,51.5109437,-0.1227947,Franco Manca,,+44 20 7240 8309,https://www.francomanca.co.uk/restaurants/covent-garden/,unknown
"11, Henrietta Street, London, WC2E 8PY",,51.510886,-0.1234226,Sticks n Sushi,Mo-Su 12:00-23:00,,https://www.sticksnsushi.co.uk/,yes
"31-32, Maiden Lane, London, WC2E 7JS",pizza,51.5107543,-0.1234318,Fire & Stone,Mo-We 12:00-23:00; Th-Sa 12:00-24:00; Su 12:00-23:00,,,no
"3-7, Endell Street, London, WC2H 9BD",indian,51.5138403,-0.12382,Royal India,,+44 20 7379 1099,https://www.royalindiacoventgarden.co.uk/,unknown
"11-14, Hanover Place, London, WC2E 9JP",asian,51.5134417,-0.123215,Inamo,,,http://www.inamo-coventgarden.com,yes
"48, Floral Street, London, WC2E 9DS",indian,51.5133498,-0.1229876,Masala Zone,Mo-Su 12:30-22:30,,https://www.masalazone.com/locations/covent-garden/,no
Address not available,indian,51.5151779,-0.1231907,Takari,,,,unknown
"22, Vicarage Lane, London, E15 4ES",caribbean,51.5414957,0.0100135,Calabash,Mo-Th 10:00-22:00; Fr-Sa 10:00-23:00; Su 12:00-20:00,,http://www.calabashcuisine.co.uk,unknown
"32, Old Compton Street",japanese,51.5133822,-0.131006,Dozo,,+44 20 7434 3219,https://www.dozosushi.co.uk/,no
"11-13, Frith Street",japanese,51.5139363,-0.1315265,Chotto Matte,,,https://chotto-matte.com/london/,unknown
Address not available,thai,51.5128311,-0.1264575,Suda,,,,yes
Address not available,,51.5126123,-0.1264136,Oriole,,,,yes
"80-81, St Martin's Lane, London",pizza,51.5114158,-0.1273284,PizzaExpress,"Mo-Th 11:30-22:30; Fr,Sa 11:30-23:00; Su 11:30-22:00",,,yes
"70, St. Martin's Lane, London, WC2N 4JS",italian,51.5116266,-0.1268961,Bella Italia,Mo-Th 11:00-22:00; Fr-Sa 11:00-23:00; Su 11:00-22:00,,https://www.bellaitalia.co.uk/restaurants/london/st-martins-lane,no
"17, Garrick Street, London, WC2E 9AX",,51.5115286,-0.1265474,Simurgh,,,,unknown
"80, Neal Street, London, WC2H 9PA",indian,51.5151142,-0.1265306,Punjab,,,,limited
"184, Shaftesbury Avenue, London, WC2H 8JB",grill;pasta;pizza,51.5148439,-0.1269954,Wildwood,,,https://wildwoodrestaurants.co.uk/restaurant/seven-dials/,unknown
"64, Dean Street",catalan,51.5131061,-0.132343,Catalan,,,https://www.ramblalondon.com/,unknown
"9, Carthusian Street, London, EC1M 6EB",asian,51.5205221,-0.0982311,Momo Canteen,Mo-Fr 11:30-16:00,,,limited
"2-5, Carthusian Street, London, EC1M 6EB",,51.5207325,-0.0979476,Erebuni,,,,yes
"130, Sheen Road, Richmond, TW9 1UR",chinese,51.4623633,-0.294406,Dragon Inn,,+44 20 8332 1018,,unknown
"122, Sheen Road, Richmond, TW9 1UR",chinese,51.4623264,-0.2947365,Bamboo Noodle Bar,,,,unknown
"118, Sheen Road, Richmond, TW9 1UR",asian,51.4623079,-0.2949018,UNA,,,,unknown
"106, Sheen Road, Richmond, TW9 1UR",,51.4622524,-0.2953976,Madhu's Brasserie,,,,unknown
"3-5, Bleeding Heart Yard, London, EC1N 8SJ",,51.5191764,-0.106967,Bleeding Heart restaurant,,,,unknown
"7, Bleeding Heart Yard, London, EC1N 8SJ",,51.519323,-0.1064222,Bleeding Heart bistro,,,,unknown
"39-45, Shaftesbury Avenue",steak_house,51.5117887,-0.1327878,Macellaio,Mo-Su 12:00-22:00; Th-Sa 12:00-23:00,+44 20 3848 1030,https://www.macellaiorc.com/,unknown
"58, Hatton Garden, London, EC1N 8LS",asian,51.5214752,-0.1089862,Macau Kitchen,,,,unknown
"12, Archer Street",italian,51.5117209,-0.1339998,Bocca Di Lupo,,,https://www.boccadilupo.com/,unknown
"1, The Parade, Richmond, TW9 4LX",pizza,51.4675746,-0.2841721,Farmhouse Pizza Richmond,,,https://farmhouserichmond.co.uk/Info/main/key-5545d167,unknown
"91-95, Clerkenwell Road, London, EC1R 5BX",,51.5218678,-0.1107453,Unnamed Restaurant,,,,unknown
"99, Leather Lane, London, EC1N 7TS",,51.521732,-0.1104,Marrakesh Grill,,,,unknown
"267, Kilburn High Road",,51.5432917,-0.1999989,Bistro 267,,,,unknown
"13, Ganton Street, London, W1F 9BL",chicken,51.5129684,-0.1388585,El Pollote,,,,unknown
"23a, Ganton Street",thai,51.5128186,-0.1391682,Rosa's Thai Cafe,,+44 20 7287 9617,https://www.rosasthaicafe.com/,unknown
"25, Ganton Street",spanish;italian,51.5127871,-0.1392882,Dehesa,,+44 20 7494 4170,https://www.saltyardgroup.co.uk/dehesa/,yes
"15, Kingly Street",mediterranean,51.5127331,-0.1392156,The Counter,,,,yes
"13, Kingly Street",burger,51.5126232,-0.1390745,Dirty Bones,,,,no
"21, Kingly Street",sri_lankan,51.5130413,-0.1395557,Kolamba,,+44 20 3815 4201,https://kolamba.co.uk/,no
"385, Cambridge Heath Road, London, E2 9RA",italian,51.5302912,-0.0564857,Italina,,,,unknown
"357-359, Cambridge Heath Road, London, E2 9RA",,51.5297667,-0.0562312,Hulya's Cafe & Restaurant,,+44 20 7729 4149,,unknown
"100, Kew Road, Richmond, TW9 2PQ",indian,51.4661782,-0.2976637,Chattora,,,,unknown
"112, Kew Road, Richmond, TW9 2PQ",pizza,51.4664143,-0.2973463,Base Face Pizza,,,https://www.basefacepizza.com,unknown
"110, Kew Road, Richmond, TW9 2PQ",italian,51.4663775,-0.297403,Caffè Mamma,Mo-Su 12:00-23:00,+44 20 8948 8330,https://www.caffemamma.co.uk/,unknown
"106-108, Kew Road, Richmond, TW9 2PQ",,51.4663224,-0.2974882,Rock & Rose,,+44 20 8948 8008,,unknown
"102-104, Kew Road, Richmond, TW9 2PQ",chinese,51.4662489,-0.2976017,Four Regions,,,,unknown
"94, Kew Road, Richmond, TW9 2PQ",italian,51.4659722,-0.2979818,Treviso,,,,unknown
"115-117, Kew Road, Richmond, TW9 2PN",,51.4655453,-0.2994442,The Richmond Club,"Tu 10:00-20:00; We 10:00-22:00; Th 10:00-23:00; Fr 10:00-01:00, Sa 12:00-01:00, Su 12:00-20:00",,,unknown
"113, Kew Road, Richmond, TW9 2PN",,51.4654723,-0.2994774,Cafe Masala,,+44 20 8940 4308,,unknown
"109, Kew Road, Richmond, TW9 2PN",french,51.4653809,-0.2995233,Mignonette,,,,unknown
"147-149, Kew Road, Richmond, TW9 2PN",,51.4664372,-0.2980107,Raitakrai Richmond,,,,unknown
"483, Cambridge Heath Road, London, E2 9BU",indian,51.5329342,-0.0574183,Al-Amin,,+44 20 7739 9619,,unknown
"515, Cambridge Heath Road, London, E2 9BU",pizza,51.5337268,-0.057521,Story Deli,,,http://storydeli.com/,unknown
"1, West Park, London, SE9 4RQ",indian,51.4375469,0.0434978,Jolpai,,,,unknown
"60, Berwick Street, London, W1F 8SU",spanish;italian,51.5153848,-0.1365564,Ember Yard,,+44 20 7439 8057,https://www.saltyardgroup.co.uk/restaurants/ember-yard,unknown
"277, Sandycombe Road, Richmond, TW9 3LU",lebanese,51.4743005,-0.2864056,Palmyra,,+44 20 8948 7019,,unknown
"279, Sandycombe Road, Richmond, TW9 3LU",nepalese,51.4743537,-0.2864041,Rara,,+44 20 8332 1020,http://www.rara-kew.co.uk,unknown
"291, Sandycombe Road, Richmond, TW9 3LU",italian,51.474703,-0.2864135,Q-Verde,,+44 20 8332 2882,https://qverde.co.uk/,unknown
"289, Sandycombe Road, Richmond, TW9 3LU",indian,51.4746529,-0.2864123,Curry Bae,,+44 20 8940 1941,,unknown
"1, Mare Street, London, E8 4RP",korean,51.5345374,-0.0576826,Miga,"Tu 17:00-22:30; Su, We-Th 12:00-15:00, 17:30-22:30; Fr-Sa 12:00-15:00, 17:30-23:00",,,unknown
"55, Mottingham Road, London, SE9 4QZ",chinese,51.4368821,0.0444659,Rice Drop,,,http://www.ricedrop.co.uk/,unknown
"288, Court Road, London, SE9 4TU",caribbean;burger;chicken,51.4364424,0.0452186,Arawak Caribbean,,,,unknown
"75, Mare Street, London, E8 4RG",turkish,51.5370197,-0.0571751,Turquoise Kitchen,,,,unknown
"183, Mare Street, London, E8 3QE",chinese,51.5403436,-0.0558476,New Taste,,,,unknown
"191, Mare Street, London, E8 3QE",vietnamese,51.5405002,-0.0557099,Green Papaya,Mo off; Tu-Fr 17:00-23:00; Sa 13:00-23:00; Su 13:00-22:30,+44 20 8985 5486,http://www.green-papaya.com/,unknown
"214, Sandycombe Road, Richmond, TW9 2EQ",thai,51.4721771,-0.2871352,Montien,We-Sa 18:30-21:00,+44 20 8948 8487,,unknown
"147-149, West Hendon Broadway",indian,51.5767194,-0.2391456,Aladin's Kebabish,,+44 20 8203 9777,,unknown
"261, Mare Street, London, E8 3NS",turkish,51.5432505,-0.0556601,Tad,,+44 20 8986 2612,,unknown
"257, Mare Street",pizza,51.5429101,-0.0557674,Burnt Mill,,+44 20 8510 3453,,unknown
"253, Mare Street, London, E8 3NS",,51.5427474,-0.0555577,Anatolia,,,,unknown
"245, Mare Street, London, E8 3NS",vietnamese,51.5424759,-0.0554921,Tre Viêt,,+44 20 8986 8885;+44 20 8533 7390,https://www.treviet.co.uk/,unknown
"58, Church Road, London, SW13 0DQ",,51.4746828,-0.2411679,Artechef,,+44 20 8748 4397,,unknown
"12, St George Street",,51.5124419,-0.1432994,Wild Honey,,,https://www.wildhoneyrestaurant.co.uk/,unknown
"London, SW13 0NY",italian,51.4703641,-0.2560961,The Italian Kitchen,,,,unknown
"7, The Broadway, London, SW13 0NY",indian,51.4702949,-0.2556661,Haweli,,+44 20 8876 4441,,unknown
"125, Mortlake High Street, London, SW14 8SN",,51.4707214,-0.2564951,Rick Stein,,,,unknown
"1282-1284, High Road, London, N20 9HH",indian,51.6306243,-0.174756,Bayleaf,Mo-Su 17:30-22:30,,,unknown
"133, Copeland Road, London, SE15 3SN",african,51.4698138,-0.0660967,Nim's Kitchen,,,,unknown
"133, Copeland Road, London, SE15 3SN",caribbean,51.4698827,-0.0656363,Jumbi,We-Su 12:00-00:00,,https://www.jumbipeckham.com/,unknown
"14-15, Barnes High Street, London, SW13 9LW",pizza,51.4736132,-0.2491454,PizzaExpress,,,https://www.pizzaexpress.com/barnes-high-street,unknown
"78, Lower Clapton Road, London, E5 0RN",malaysian,51.5528617,-0.0527576,Mambow,"We-Fr 17:30-22:30; Sa 12:00-15:00,17:30-22:30; Su 12:00-17:00; Mo-Tu off",,https://www.mambow.co.uk/,limited
"80, Lower Clapton Road, London, E5 0RN",seafood,51.5529078,-0.0527584,Fulljoy,,,,unknown
"Lower Clapton Road, London, E5 0QR",caribbean,51.5539931,-0.0535296,Backyard Grill,Mo-Sa 12:00-22:00,+44 20 8986 8201,,unknown
"90, Lower Clapton Road, London, E5 0QR",italian,51.5532269,-0.0529384,Felice,,+44 20 8510 0298,,unknown
"62, High Street, London, E11 2RJ",mediterranean,51.5758754,0.0274749,Filika Restaurant,,,https://www.filikarestaurant.co.uk/filika-wanstead,unknown
"17, Cambridge Park, London, E11 2PU",indian,51.5753567,0.0267753,The Corriander,,,,unknown
